255.04,227.61,590.67,258.89,476.01,662.36,68,93.03,1488.59,77.47,635.7,37.09,197.64,139.1,421.38,1192.79,720.44,303.44
254.19,227.61,590.67,258.89,475.26,661.66,68,92.54,1484.2,77.47,635.7,37.09,197.64,139.1,420.5,1191.68,721.09,302.48
254.19,226.65,589.71,257.16,473.76,657.47,67.48,92.54,1479.8,77.47,634.67,37.09,196.86,139.1,418.76,1186.11,718.5,302.48
254.19,226.65,587.78,256.29,472.26,653.28,66.96,91.54,1476.51,77.47,633.63,36.69,196.08,138.26,417.89,1182.77,715.92,301.52
254.19,225.69,585.84,256.29,469.27,651.88,66.96,92.04,1478.71,77.47,632.6,36.69,196.08,138.26,416.14,1180.54,714.62,301.52
254.19,225.69,585.84,255.42,469.27,651.88,67.48,92.04,1486.4,77.47,634.67,36.69,196.08,138.26,416.14,1179.43,713.98,301.52
253.35,225.69,585.84,254.55,468.52,650.48,67.48,92.04,1480.9,77.47,633.63,36.69,195.29,138.26,415.27,1176.09,713.33,300.56
254.19,225.69,586.81,254.55,469.27,651.18,67.48,92.04,1483.1,77.47,634.67,36.69,196.08,138.26,416.14,1174.97,712.68,300.56
253.35,224.73,586.81,254.55,469.27,649.08,66.96,91.54,1482,77.47,634.67,36.69,196.08,138.26,415.27,1174.97,712.04,300.56
251.67,224.73,584.88,253.68,467.02,646.29,66.96,91.54,1480.9,77.47,633.63,36.69,195.29,138.26,415.27,1173.86,711.39,300.56
251.67,224.73,583.91,253.68,466.27,647.69,66.96,91.54,1484.2,77.47,634.67,36.69,196.08,138.26,416.14,1177.2,712.04,300.56
251.67,224.73,583.91,254.55,466.27,646.99,67.48,91.54,1485.3,77.47,634.67,36.69,196.08,138.26,416.14,1177.2,712.04,301.52
251.67,223.77,581.98,253.68,465.52,645.59,67.48,92.04,1473.21,77.47,630.53,36.69,195.29,138.26,415.27,1178.31,712.68,301.52
252.51,223.77,581.98,253.68,465.52,646.99,67.48,92.04,1474.31,77.47,630.53,36.69,195.29,138.26,415.27,1180.54,713.33,301.52
252.51,223.77,581.02,252.81,464.77,645.59,67.48,92.04,1477.61,77.05,631.56,36.69,195.29,138.26,415.27,1177.2,712.04,301.52
252.51,223.77,581.02,252.81,463.27,643.49,66.96,91.54,1475.41,77.05,629.49,36.69,195.29,137.42,413.52,1174.97,710.1,300.56
251.67,223.77,580.05,252.81,462.52,641.4,66.96,91.54,1465.52,77.05,628.46,36.69,194.51,137.42,413.52,1174.97,709.45,300.56
251.67,222.81,580.05,252.81,463.27,643.49,66.96,91.54,1473.21,77.05,630.53,36.69,195.29,137.42,413.52,1173.86,710.1,300.56
252.51,223.77,581.02,252.81,464.02,644.89,66.96,91.54,1479.8,77.05,631.56,36.69,195.29,137.42,413.52,1172.75,709.45,300.56
252.51,223.77,580.05,252.81,463.27,644.89,66.96,91.54,1478.71,77.05,631.56,36.69,196.08,138.26,413.52,1173.86,709.45,300.56
251.67,223.77,580.05,251.94,462.52,644.19,66.96,91.54,1471.02,77.05,628.46,36.69,195.29,137.42,413.52,1174.97,710.1,301.52
250.83,222.81,580.05,251.94,461.77,642.1,66.96,91.04,1465.52,77.05,627.42,36.69,194.51,137.42,412.65,1172.75,709.45,300.56
251.67,223.77,579.09,251.94,462.52,642.8,66.96,91.04,1476.51,77.05,630.53,36.69,196.08,137.42,412.65,1172.75,708.8,300.56
251.67,223.77,580.05,251.94,462.52,642.8,66.96,91.54,1480.9,77.05,631.56,36.69,196.08,138.26,413.52,1176.09,710.74,301.52
250.83,222.81,578.12,251.94,461.77,642.1,66.96,91.54,1476.51,77.05,630.53,36.69,195.29,137.42,412.65,1173.86,710.74,301.52
251.67,222.81,581.02,251.94,463.27,642.8,67.48,91.54,1477.61,77.05,631.56,36.69,196.08,138.26,413.52,1174.97,711.39,302.48
250.83,222.81,580.05,251.94,463.27,643.49,66.96,91.54,1474.31,77.05,630.53,36.69,195.29,137.42,412.65,1173.86,711.39,301.52
251.67,223.77,580.05,252.81,464.02,646.29,67.48,92.04,1478.71,77.47,631.56,36.69,196.08,138.26,413.52,1176.09,712.68,302.48
249.99,222.81,579.09,251.94,462.52,642.1,66.96,91.54,1458.93,77.05,627.42,36.69,194.51,137.42,412.65,1174.97,712.04,302.48
253.35,223.77,579.09,251.94,462.52,642.1,66.96,91.04,1466.62,76.64,625.35,36.69,194.51,136.57,410.91,1169.4,710.1,301.52
249.14,221.85,575.23,250.21,458.02,637.21,66.96,91.54,1452.34,76.64,621.21,36.69,193.72,136.57,410.03,1172.75,710.1,301.52
250.83,221.85,575.23,251.07,458.02,637.9,66.96,91.04,1452.34,76.64,620.17,36.69,192.94,135.73,409.16,1168.29,708.8,301.52
249.99,221.85,577.16,251.07,459.52,640,66.96,91.04,1447.95,76.64,620.17,36.69,192.94,135.73,409.16,1168.29,708.16,301.52
248.3,220.89,576.19,250.21,458.77,637.9,66.44,91.04,1442.45,76.64,619.14,36.69,192.15,135.73,409.16,1168.29,708.8,301.52
249.99,220.89,577.16,250.21,459.52,636.51,66.44,90.55,1440.26,76.22,619.14,36.29,192.15,135.73,408.29,1164.95,706.86,301.52
247.46,219.93,574.26,248.47,456.52,635.81,66.44,91.04,1443.55,76.22,618.1,36.29,192.94,136.57,408.29,1169.4,708.8,302.48
244.09,218.97,571.37,247.6,452.77,630.22,66.44,91.04,1428.17,76.22,616.03,36.29,192.15,135.73,408.29,1171.63,709.45,302.48
